Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Height (m),BMI
Aislin Jones,F,16.0,157.0,51.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,Non-Medal,1.57,20.69
Peter Joppich,M,33.0,176.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",Non-Medal,1.76,21.95
"Hyland DeAndre Jordan, Jr.",M,28.0,211.0,120.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Medal,2.11,26.95
Thomas Jordier,M,21.0,170.0,65.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Non-Medal,1.7,22.49
Marcio Carvalho Jorge,M,41.0,186.0,80.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Non-Medal,1.86,23.12
Marcio Carvalho Jorge,M,41.0,186.0,80.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Non-Medal,1.86,23.12
Gwen Rosemary Jorgensen (-Lemieux),F,30.0,178.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,Medal,1.78,18.62
Stanley Joseph,M,24.0,181.0,66.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Non-Medal,1.81,20.15
Sbastien Jouve,M,33.0,190.0,86.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Non-Medal,1.9,23.82
Sbastien Jouve,M,33.0,190.0,86.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Non-Medal,1.9,23.82
Juciely Cristina Silva Barreto,F,35.0,184.0,71.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Non-Medal,1.84,20.97
Michael Jung,M,34.0,168.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Medal,1.68,24.8
Michael Jung,M,34.0,168.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Medal,1.68,24.8
Marie-Laurence Jungfleisch,F,25.0,182.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Non-Medal,1.82,20.53
Henri Junghnel,M,28.0,179.0,80.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Medal,1.79,24.97
Marine Marlene Christelle Jurbert,F,23.0,164.0,53.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Women's Individual,Non-Medal,1.64,19.71
Victoria Jurczok,F,26.0,161.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Non-Medal,1.61,21.6
Julian Justus,M,28.0,177.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Non-Medal,1.77,24.26
Charles Lombahe-Kahudi,M,30.0,197.0,104.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Non-Medal,1.97,26.8
Selma Kajan,F,25.0,169.0,52.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,Non-Medal,1.69,18.21
Chase Tyler Kalisz,M,22.0,193.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Medal,1.93,23.09
Megan Elizabeth Kalmoe,F,32.0,178.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Non-Medal,1.78,22.72
Latitia Kamba,F,29.0,187.0,78.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Non-Medal,1.87,22.31
"Jacob Robert ""Jake"" Linde-Kaminski ",M,27.0,178.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,Non-Medal,1.78,22.09
"Jacob Robert ""Jake"" Linde-Kaminski ",M,27.0,178.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,Medal,1.78,22.09
Alisa Kano,F,21.0,163.0,48.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Non-Medal,1.63,18.07
Ben Kanute,M,23.0,183.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Non-Medal,1.83,20.9
Luka Karabatic,M,28.0,202.0,108.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Medal,2.02,26.47
Nikola Karabatic,M,32.0,194.0,104.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Medal,1.94,27.63
Sakina Karchaoui,F,20.0,160.0,53.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.6,20.7
Monika Karsch,F,33.0,158.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",Non-Medal,1.58,22.03
Monika Karsch,F,33.0,158.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Medal,1.58,22.03
"Alexander ""Alex"" Karwoski",M,25.0,193.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Non-Medal,1.93,24.43
Devery Karz,F,28.0,173.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,Non-Medal,1.73,19.71
Michelle Plourde Kasold,F,29.0,161.0,53.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Non-Medal,1.61,20.45
Romy Kasper,F,28.0,173.0,59.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",Non-Medal,1.73,19.71
"Stephen ""Steve"" Kasprzyk",M,34.0,201.0,103.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Non-Medal,2.01,25.49
Joshua Katz,M,18.0,167.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Non-Medal,1.67,21.51
Nathan Katz,M,21.0,175.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Non-Medal,1.75,21.55
Fergus Kavanagh,M,31.0,182.0,75.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Non-Medal,1.82,22.64
"Joseph ""Joe"" Kayes",M,25.0,198.0,125.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.98,31.88
Martin Kaymer,M,31.0,184.0,74.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,Non-Medal,1.84,21.86
Kai Kazmirek,M,25.0,190.0,88.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Non-Medal,1.9,24.38
Scott Keach,M,51.0,185.0,80.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",Non-Medal,1.85,23.37
Scott Keach,M,51.0,185.0,80.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Non-Medal,1.85,23.37
Maddison Keeney,F,20.0,167.0,62.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,Non-Medal,1.67,22.23
Maddison Keeney,F,20.0,167.0,62.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Medal,1.67,22.23
"Mebrahtom R. ""Meb"" Keflezighi",M,41.0,166.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,Non-Medal,1.66,20.32
Sally Kehoe,F,29.0,172.0,75.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Non-Medal,1.72,25.35
Elise Kellond-Knight,F,25.0,165.0,58.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.65,21.3
Kelly Silva dos Santos,F,36.0,193.0,92.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Non-Medal,1.93,24.7
Leyla Alev Kelter,F,25.0,168.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.68,26.57
Tabea Kemme,F,24.0,169.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Medal,1.69,19.61
Sam Kendricks,M,23.0,185.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Medal,1.85,23.37
Alanna Stephanie Kennedy,F,21.0,176.0,54.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.76,17.43
Angelique Kerber,F,28.0,173.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,Medal,1.73,22.72
Angelique Kerber,F,28.0,173.0,68.0,Germany-2,GER,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Non-Medal,1.73,22.72
Samantha May Kerr,F,22.0,167.0,63.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.67,22.59
Isabel Kerschowski,F,28.0,167.0,57.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Medal,1.67,20.44
Danielle Merlyn Kettlewell,F,23.0,175.0,65.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Non-Medal,1.75,21.22
Madison Keys,F,21.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,Non-Medal,1.78,21.46
Zelimkhan Khadjiev,M,22.0,175.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",Non-Medal,1.75,26.12
Safwan Khalil,M,30.0,184.0,58.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Flyweight,Non-Medal,1.84,17.13
Enzo Khasz,M,22.0,203.0,105.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,2.03,25.48
Anastasija Khmelnytska,F,18.0,171.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Non-Medal,1.71,19.15
Walide Khyar,M,21.0,165.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Non-Medal,1.65,22.04
Lee Kiefer,F,22.0,163.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Non-Medal,1.63,18.44
Lauren Kieffer,F,29.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Non-Medal,1.78,21.46
Lauren Kieffer,F,29.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Non-Medal,1.78,21.46
Edward King,M,27.0,193.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Non-Medal,1.93,20.67
Lilly King,F,19.0,175.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,Medal,1.75,22.86
Lilly King,F,19.0,175.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,Non-Medal,1.75,22.86
Lilly King,F,19.0,175.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Medal,1.75,22.86
Morghan Whitney King,F,30.0,153.0,48.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Non-Medal,1.53,20.5
"Thomas ""Tom"" Kingston",M,25.0,190.0,91.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.9,25.21
"Jaclyn Elisabeth ""Jackie"" Kintzer-Briggs",F,28.0,168.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Non-Medal,1.68,21.61
Shadrack Kipchirchir,M,27.0,173.0,54.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Non-Medal,1.73,18.04
Stefan Kiraj,M,27.0,189.0,92.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Non-Medal,1.89,25.76
Felipe Eidji Kitadai,M,27.0,164.0,60.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Non-Medal,1.64,22.31
Kathrin Klaas,F,32.0,168.0,72.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Non-Medal,1.68,25.51
Gauthier Klauss,M,28.0,171.0,65.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Medal,1.71,22.23
Sascha Klein,M,30.0,173.0,71.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Platform,Non-Medal,1.73,23.72
Sascha Klein,M,30.0,173.0,71.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Non-Medal,1.73,23.72
Ingrid Klimke (-Busacker),F,48.0,172.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Non-Medal,1.72,19.61
Ingrid Klimke (-Busacker),F,48.0,172.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Medal,1.72,19.61
Meghan Elizabeth Klingenberg,F,28.0,157.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.57,22.31
Konstanze Klosterhalfen,F,19.0,174.0,48.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Non-Medal,1.74,15.85
Lukas Klostermann,M,20.0,189.0,83.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.89,23.24
Roger Kluge,M,30.0,191.0,85.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Omnium,Non-Medal,1.91,23.3
Anna Knauer,F,21.0,170.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Non-Medal,1.7,20.76
Sven Knipphals,M,30.0,189.0,88.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Non-Medal,1.89,24.64
Mark William Knowles,M,31.0,183.0,74.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Non-Medal,1.83,22.1
Bronwen Knox,F,30.0,182.0,88.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Non-Medal,1.82,26.57
Nomie Kober,F,22.0,180.0,73.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Non-Medal,1.8,22.53
Jonathan Koch,M,30.0,183.0,73.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Non-Medal,1.83,21.8
Marco Koch,M,26.0,185.0,83.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,Non-Medal,1.85,24.25
Marco Koch,M,26.0,185.0,83.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Non-Medal,1.85,24.25
Raquel Cristina Kochhann,F,23.0,172.0,70.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.72,23.66
Madison Taylor Kocian,F,19.0,157.0,46.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Medal,1.57,18.66
Madison Taylor Kocian,F,19.0,157.0,46.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Medal,1.57,18.66
Sarah Khler,F,22.0,179.0,67.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,Non-Medal,1.79,20.91
Sarah Khler,F,22.0,179.0,67.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,Non-Medal,1.79,20.91
Sarah Khler,F,22.0,179.0,67.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Non-Medal,1.79,20.91
Paul Kohlhoff,M,21.0,187.0,83.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Non-Medal,1.87,23.74
Fabienne Kohlmann,F,26.0,170.0,57.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,Non-Medal,1.7,19.72
Philipp Eberhard Kohlschreiber,M,32.0,178.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Non-Medal,1.78,22.09
Thanasi Kokkinakis,M,20.0,196.0,82.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Non-Medal,1.96,21.35
Kelsey Kolojejchick,F,24.0,161.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Non-Medal,1.61,23.53
Josh Konieczny,M,25.0,180.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Non-Medal,1.8,23.15
lie Konki,M,24.0,170.0,52.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,Non-Medal,1.7,17.99
Victor Koretzky,M,21.0,180.0,69.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",Non-Medal,1.8,21.3
Maximilian Korge,M,21.0,193.0,92.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Non-Medal,1.93,24.7
Leonard Essau Korir,M,29.0,170.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Non-Medal,1.7,20.42
Mariya Koroleva,F,26.0,165.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Non-Medal,1.65,20.57
Sanaa Koubaa,F,31.0,170.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Non-Medal,1.7,19.38
Igor Kovaevi,M,27.0,190.0,85.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.9,23.55
"Joseph Mathias ""Joe"" Kovacs",M,27.0,183.0,134.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Medal,1.83,40.01
Yoann Kowal,M,29.0,172.0,58.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Non-Medal,1.72,19.61
Lucas Kozeniesky,M,21.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Non-Medal,1.8,24.69
Mareen Krh,F,32.0,161.0,54.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,Non-Medal,1.61,20.83
Annike Berit Krahn,F,31.0,173.0,61.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Medal,1.73,20.38
Julia Krajewski,F,27.0,168.0,65.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Non-Medal,1.68,23.03
Julia Krajewski,F,27.0,168.0,65.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Medal,1.68,23.03
Franciela das Graas Krasucki,F,28.0,168.0,63.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Non-Medal,1.68,22.32
Franciela das Graas Krasucki,F,28.0,168.0,63.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Non-Medal,1.68,22.32
Gesa Felicitas Krause,F,24.0,167.0,51.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Non-Medal,1.67,18.29
"Alexandra Blaire ""Ali"" Krieger",F,32.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.68,22.32
Steffi Kriegerstein,F,23.0,178.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Medal,1.78,22.09
Mieke Krger,F,23.0,181.0,78.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Non-Medal,1.81,23.81
Hannah Krger,F,27.0,173.0,67.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Medal,1.73,22.39
Stephan Krger,M,27.0,187.0,86.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,Non-Medal,1.87,24.59
"Matthew Gregory ""Matt"" Kuchar",M,38.0,193.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,Medal,1.93,23.09
Denis Maksymilian Kudla,M,21.0,184.0,90.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Medal,1.84,26.58
Denis Kudla,M,23.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Non-Medal,1.8,24.69
Andreas Kuffner,M,29.0,196.0,94.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Medal,1.96,24.47
Julius Khn,M,23.0,198.0,110.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Medal,1.98,28.06
Jasmin Klbs,F,24.0,178.0,127.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Heavyweight,Non-Medal,1.78,40.08
Leonie Kullmann,F,16.0,175.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Non-Medal,1.75,20.24
Caroline Aiko Kumahara,F,21.0,166.0,66.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,Non-Medal,1.66,23.95
Caroline Aiko Kumahara,F,21.0,166.0,66.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Non-Medal,1.66,23.95
Kahena Kunze,F,25.0,172.0,68.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Medal,1.72,22.99
Maria Kurjo,F,26.0,158.0,52.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Platform,Non-Medal,1.58,20.83
Sabine Kusterer,F,25.0,156.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,Non-Medal,1.56,24.65
"Erik Kynard, Jr.",M,25.0,194.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,Non-Medal,1.94,23.65
Genevieve LaCaze,F,26.0,164.0,53.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Non-Medal,1.64,19.71
Genevieve LaCaze,F,26.0,164.0,53.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Non-Medal,1.64,19.71
Camille Lacourt,M,31.0,200.0,85.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,Non-Medal,2.0,21.25
